award_piid,pe_bli,adjudicated_confidence,award_verdict,pair_reason,basis,evidence,note,refuter_lenses_passed
FA945116F0082,0602025E,reject,contradicted,contradicted,,,"OASIS task order supporting AFRL/RD (Directed Energy, Kirtland) HPEM/Cyber Electronic Warfare Applications - AFRL's own portfolio; generic PM/test support, AF 057-3600 co-funded",
FA945317C0087,0602025E,low,not_darpa,account-only,,,AFRL/RV antimonide semiconductors for space environments (APECS); 'antimonide'/APECS grep empty; AF-funded in part; 0602025E tag is generic electronics overlap,
FA945319F0201,0603760E,reject,contradicted,contradicted,,,"AFRL/RV 'R&D Integrated Space Experiments (RISE)' tactical C3 support - a named AFRL space-experiments vehicle with AF/Navy accounts, not DARPA 0603760E",
H9500110D0001,0603760E,reject,contradicted,contradicted,,,"MDA MDIOC enterprise-level BMDS technical/operational integration contract - MDA's own program, not DARPA C3 systems (0603760E)",
HDTRA118C0019,0605502E,reject,contradicted,contradicted,,,"Names DTRA's Agent Defeat M&S Baseline (ADMB) and Weapons Effects Phenomenology programs; decision tools for DTRA/COCOMs - DTRA program, not DARPA SBIR PE",
HDTRA118C0052,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase II, rad-hard optoelectronics (nuclear survivability topic); only DARPA tie is shared 097-0400 account and generic SBIR title match to 0605502E",
HDTRA118C0074,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase II, non-He3 neutron multiplicity counter (nuclear material detection - DTRA CWMD topic); no DARPA content",
HDTRA118C0075,0605502E,low,not_darpa,account-only,,,DTRA SBIR (PRESCIENT) mining literature for tech impacting WMD/CWMD - DTRA mission topic; no DARPA content,
HDTRA119C0010,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase II, plan learning from text; no DARPA content; 0605502E tag is generic SBIR-title match",
HDTRA119C0012,0602715E,low,not_darpa,account-only,,,DTRA biological-materials situational awareness (Deep BMSA); 0602715E tag rests on generic bio-word overlap; no DARPA content,
HDTRA119C0014,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase II, radiation susceptibility analysis / long-range nuclear material ID detectors (CWMD topics); no DARPA content",
HDTRA119C0016,0603767E,low,not_darpa,account-only,,,DTRA R&D on low-power electronics for unattended radiation monitoring sensors (nuclear detection); 0603767E tag is generic sensor-word overlap,
HDTRA119C0037,0605502E,low,not_darpa,account-only,,,"DTRA SBIR, semantic analysis to identify dual-use research of concern (CWMD topic); no DARPA content",
HDTRA119P0002,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase I, cyclone particulate collector for radionuclide detection (nuclear monitoring topic); no DARPA content",
HDTRA119P0014,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase I, autonomous navigation in small confined spaces (DTRA underground-facility mission); no tie to DARPA SubT or any DARPA PE in corpus",
HDTRA119P0025,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase I, pattern recognition to identify nuclear explosions (test-monitoring topic); no DARPA content",
HDTRA119P0026,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase I, enhanced discrimination of nuclear weapons testing; no DARPA content",
HDTRA119P0028,0605502E,low,not_darpa,account-only,,,"DTRA SBIR Phase I, digital holography for 3D aerosol-evolution imaging (weapons-effects/agent-defeat topic); no DARPA content",
HDTRA119P0029,0605502E,low,not_darpa,account-only,,,"DTRA SBIR, cave and narrow tunnel exploration/navigation (DTRA tunnel mission); no tie to DARPA SubT or any candidate PE",
HDTRA219C0003,0603767E,reject,contradicted,contradicted,,SBIR PHASE II - T2-0361 ... LARGE N ACOUSTIC SENSOR PROBLEM,"DTRA STTR Phase II (T2-prefix = DTRA topic), DTRA office. 0603767E grep for 'large n'/'acoustic' only hits 'large numbers of Cancun nodes' — no DARPA program match.",
HQ003419C0080,0602025E,low,not_darpa,account-only,,,WHS-awarded AI/ML-for-logistics R&D plus a green-roof design task. No DARPA mention; overlap with 0602025E/0602303E is generic AI/logistics wording.,
HQ003419C0080,0602303E,low,not_darpa,account-only,,,WHS-awarded AI/ML-for-logistics R&D plus a green-roof design task. No DARPA mention; overlap with 0602025E/0602303E is generic AI/logistics wording.,
HQ003419C0098,0603760E,low,not_darpa,account-only,,,"WHS professional support services (targeting studies, program protection, SOF/cyber/space control) — OSD staff support. No DARPA content; 0603760E tag is generic word overlap.",
HQ003419F0101,0603760E,low,not_darpa,account-only,,,C4 analytic/engineering SETA for the Chief Information Office via WHS; accounts include AF 057-3620. 'C4' overlap with DARPA 0603760E is generic.,
HQ003419P0011,0605502E,reject,contradicted,contradicted,,SBIR SERVICE O182-009-0061 SECURE EDGE COMPUTING WITH ENCRYPTED NEURAL NETWORKS,"O-prefix topic = OSD SBIR 18.2, awarded by WHS (OSD contracting). DARPA SBIRs run through HR0011. No 'encrypted neural' hit in any DARPA PE narrative.",
HQ003419P0012,0605502E,low,not_darpa,account-only,,,WHS-awarded SBIR with contentless description; same Jan-2019 OSD SBIR batch as O-prefix awards. No DARPA signal beyond shared 097-0400 account.,
HQ003419P0033,0605502E,low,not_darpa,account-only,,,"WHS-awarded ~$150K SBIR Phase I, generic description. OSD SBIR batch; no DARPA signal.",
HQ003419P0035,0605502E,low,not_darpa,account-only,,,"WHS-awarded ~$150K SBIR Phase I, generic description. OSD SBIR batch; no DARPA signal.",
HQ003419P0039,0605502E,low,not_darpa,account-only,,,"WHS-awarded ~$150K SBIR Phase I, generic description. OSD SBIR batch; no DARPA signal.",
HQ003419P0042,0605502E,low,not_darpa,account-only,,,"WHS-awarded ~$150K SBIR Phase I, generic description. OSD SBIR batch; no DARPA signal.",
HQ003419P0051,0605502E,low,not_darpa,account-only,,,"WHS SBIR: high-acceleration/hypervelocity IMU. 'Hypervelocity' appears only in OSD/Army/Navy PEs, not DARPA's 24; 0601101E IMU mention is generic PNT context. OSD topic, not DARPA.",
HQ003419P0056,0605502E,low,not_darpa,account-only,,,"WHS-awarded SBIR, generic description. OSD SBIR batch; no DARPA signal.",
HQ003419P0057,0605502E,reject,contradicted,contradicted,,SBIR 18.1 O181-002-0004 ELECTRO-OPTICAL SEEKER,"O-prefix = OSD SBIR 18.1 topic, WHS-awarded. No electro-optical-seeker program in any of the 24 DARPA PE narratives.",
HQ003419P0089,0605502E,reject,contradicted,contradicted,,O182-009-0013 DEEP-LEARNING EPHEMERAL-PAD ENCRYPTION NEURAL NETWORKS (DEPENN),"O-prefix = OSD SBIR 18.2 topic (same O182-009 topic family as P0011/P0104), WHS-awarded. Zero DEPENN/'encrypted neural' hits in DARPA corpus.",
HQ003419P0104,0605502E,reject,contradicted,contradicted,,O182-009-0037 FULLY ENCRYPTED NEURAL NETWORK TRAINING&INFERENCE,"O-prefix = OSD SBIR 18.2 topic, WHS-awarded. No matching DARPA narrative content.",
HQ014712D0003,0603760E,reject,contradicted,contradicted,,"THE CORE COMMAND AND CONTROL, BATTLE MANAGEMENT AND COMMUNICATIONS (C2BMC) PROGRAM IS AN ELEMENT OF THE BALLISTIC MISSILE DEFENSE SYSTEM",MDA's own C2BMC element of BMDS. 'C2BMC' has zero hits in the DARPA corpus; 0603760E tag is generic command-and-control overlap.,
HQ014713C7148,0603767E,reject,contradicted,contradicted,,SBIR/STTR PHASE II ... HIGH RESOLUTION SIGNAL PROCESSING MODULE FOR PRECISION POSITION SENSORS,"MDA-awarded SBIR/STTR Phase II — MDA's SBIR program, not DARPA's 0603767E; 'sensors' overlap is generic.",
HQ014715C7204,0602025E,reject,contradicted,contradicted,,7204 PHASE II RESEARCH&DEVELOPMENT - SECURITY IMPROVEMENTS FOR FIELD PROGRAMMABLE GATE ARRAYS,"MDA-awarded SBIR Phase II (MDA 7xxx contract series). FPGA security topic is MDA SBIR work, not DARPA 0602025E.",
HQ014716C7708,0602303E,reject,contradicted,contradicted,,NON-ERODING THROAT LINER TECHNOLOGY TO ENABLE TSRM TRANSITION,MDA SBIR Phase II; TSRM = third stage rocket motor (SM-3 interceptor propulsion). No throat-liner/TSRM content in any DARPA PE.,
HQ014716C7715,0602025E,reject,contradicted,contradicted,,MOSA RADAR ALGORITHM TEST ENVIRONMENT (RATE),MDA SBIR Phase II for BMDS radar algorithm testing. 'RATE' corpus hits are the common word only; not DARPA 0602025E.,
HQ014717F0005,0602025E,reject,contradicted,contradicted,,"CCTV CAMERA REPLACEMENT, CARD READER REPLACEMENT, INTERCOM REPLACEMENT ... ELECTRONIC SECURITY SYSTEM MAINTENANCE","MDA facility electronic-security maintenance, not R&D at all. 0602025E tag unsupported.",
HQ014717F0050,0603767E,reject,contradicted,contradicted,,"AUTOMATED PROCESSING OF DATA PRODUCED BY THE DEFENSE SUPPORT PROGRAM (DSP) SENSORS, SBIRS HEO ... AND SBIRS GEO","MDA/AFTAC OPIR data processing (DSP/SBIRS, bolide/ALISE/NLISE processors). Zero DSP/SBIRS/bolide hits in DARPA corpus; 0603767E is generic 'sensor' overlap.",
HQ014717F0070,0603767E,reject,contradicted,contradicted,,AIRBORNE SENSORS (ABS) SUPPORT FOR THE MDA TEST PROGRAM - HIGH ALTITUDE OBSERVATORY (HALO) AIRCRAFT,"MDA test-program HALO aircraft support. 'High Altitude Observatory' has zero DARPA-corpus hits (HALO grep hits = BlueHalo LLC / HALOVS, unrelated).",
HQ014718C7417,0602025E,reject,contradicted,contradicted,,SBIR PHASE I ... (ACTIVATE) (B181-007-0038),B-prefix topic = MDA SBIR 18.1; MDA-awarded cyber training environment. ACTIVATE corpus hits are the verb in biomedical PEs. Not DARPA 0602025E/0602303E.,
HQ014718C7417,0602303E,reject,contradicted,contradicted,,SBIR PHASE I ... (ACTIVATE) (B181-007-0038),B-prefix topic = MDA SBIR 18.1; MDA-awarded cyber training environment. ACTIVATE corpus hits are the verb in biomedical PEs. Not DARPA 0602025E/0602303E.,
HQ014718F0022,0603760E,reject,contradicted,contradicted,,OPERATIONALIZE OVERHEAD PERSISTENT INFRARED (OPIR) ... INTEGRATED WITH THE ... (C2BMC) PROGRAM OF RECORD,MDA OPIR sensor-exploitation for BMDS/C2BMC. 'OPIR'/'C2BMC' have no genuine DARPA-corpus hits; 0603760E tag is generic C2 overlap.,
HQ014718F0027,0603287E,reject,contradicted,contradicted,,SUBJECT MATTER EXPERTISE (SME) TO THE MISSILE DEFENSE AGENCY'S SPACE SYSTEMS (MDA/SS) PROGRAM,"UARC SME support to MDA Space Systems, explicitly named. 0603287E (DARPA Space Programs) tag rests on the generic word 'space'.",
HQ014718F0105,0603767E,reject,contradicted,contradicted,,HIGH ALTITUDE OBSERVATORY (HALO) FLEET RENEWAL ... AIRCRAFT PURCHASES ONLY,MDA test-program HALO aircraft purchases. No DARPA content; 0603767E is generic 'sensor' overlap.,
HQ014718F0116,0603767E,reject,contradicted,contradicted,,OPERATION AND MAINTENANCE OF HIGH ALTITUDE OBSERVATORY (HALO) AIRCRAFT ... FLIGHT TESTS OF THE BALLISTIC MISSILE DEFENSE SYSTEM,MDA test-program HALO O&M. Not DARPA 0603767E.,
HQ014718F5007,0603760E,reject,contradicted,contradicted,,"SUPPORT COMMAND AND CONTROL, BATTLE MANAGEMENT AND COMMUNICATIONS (C2BMC) PARTICIPATION ... OF THE ... (BMDS) LEVEL TESTING",MDA C2BMC test-support task order. 'C2BMC' absent from DARPA corpus; 0603760E tag is generic C2 overlap.,
HQ014718F7002,0603760E,reject,contradicted,contradicted,,"OPERATIONS AND MAINTENANCE, INTEGRATED LOGISTICS ... OF THE ... (C2BMC) DEPLOYED SYSTEMS ... C2BMC SPIRAL 6.4",MDA C2BMC O&M/deployment follow-on. Not DARPA 0603760E.,
HQ014719C0006,0603760E,reject,contradicted,contradicted,,DEVELOPMENTAL-CYBER INTEGRATION AND PENETRATION HARDENING EXECUTION RANGE (D-CIPHER),MDA R&D BAA cyber test range for BMDS hardening. Zero D-CIPHER hits in DARPA corpus; 0603760E tag unsupported.,
HQ014719C6502,0602303E,reject,contradicted,contradicted,,HYPERSONIC DEFENSE COMPONENT TECHNOLOGY ... MACHINE LEARNING ARCHITECTURES TO ENSURE CUSTODY OF HYPERSONICS,MDA Hypersonic Defense component-technology BAA (tracking/custody of hypersonic threats). No matching DARPA narrative; 0602303E tag is generic ML overlap.,
HQ014719C7159,0605502E,reject,contradicted,contradicted,,SBIR PHASE II ... SCENARIO GENERATION ACROSS A SYSTEM OF SYSTEMS MODELING AND SIMULATION ENTERPRISE; office = MISSILE DEFENSE AGENCY (MDA),"MDA SBIR Phase II (M&S scenario generation), awarded by MDA office. MDA's own SBIR program, not DARPA's 0605502E.",
HQ014719C7500,0602303E,reject,contradicted,contradicted,,SBIR PHASE II R&D - ADVANCED CYBER THREAT INTELLIGENCE AND VULNERABILITY ANALYSIS TRAINING ENVIRONMENT (ACTIVATE); office = MDA,"MDA SBIR Phase II topic ACTIVATE (cyber threat intel training environment), awarded by MDA. MDA SBIR program, not DARPA.",
HQ014719C7500,0602025E,reject,contradicted,contradicted,,SBIR PHASE II R&D - ADVANCED CYBER THREAT INTELLIGENCE AND VULNERABILITY ANALYSIS TRAINING ENVIRONMENT (ACTIVATE); office = MDA,"MDA SBIR Phase II topic ACTIVATE (cyber threat intel training environment), awarded by MDA. MDA SBIR program, not DARPA.",
HQ014719C7513,0603760E,reject,contradicted,contradicted,,"SBIR/STTR PHASE II R&D COMMAND AND CONTROL, MODELING AND SIMULATION, AND TRAINING; office = MISSILE DEFENSE AGENCY (MDA)","MDA SBIR Phase II (C2, M&S, training), awarded by MDA. MDA SBIR program, not DARPA.",
HQ014719F0028,0603760E,reject,contradicted,contradicted,,TERMINAL HIGH ALTITUDE AREA DEFENSE (THAAD) ADVANCED CAPABILITY DEVELOPMENT CONTRACT REMOTED THAAD FIRE CONTROL AND COMMUNICATIONS WORKSTATIONS,MDA's THAAD program - fire control and communications workstation development. Not DARPA work.,
HQ014719F0038,0603760E,reject,contradicted,contradicted,,"DEVELOP AND DEPLOY THE COMMAND AND CONTROL, BATTLE MANAGEMENT AND COMMUNICATIONS (C2BMC) CAPABILITY ... PLANNING FOR FUTURE BMDS INCREMENTS",MDA's C2BMC program (plus Space-based Kill Assessment) for the BMDS. Not DARPA work.,
HQ014719F0039,0603767E,reject,contradicted,contradicted,,AIRBORNE SENSORS (ABS) SUPPORT FOR THE MDA TEST PROGRAM - SENSOR-EQUIPPED HIGH ALTITUDE OBSERVATORY (HALO) AIRCRAFT ... FLIGHT TESTS OF THE BMDS,"MDA test program airborne sensors: HALO aircraft collecting BMDS flight-test data. MDA T&E, not DARPA.",
HQ072716D0001,0603739E,reject,contradicted,contradicted,,ADVANCED TECHNOLOGY SUPPORT PROGRAM IV (ATSP4) ... QUICK REACTION CAPABILITY; office = DEFENSE MICROELECTRONICS ACTIVITY,DMEA's own Advanced Technology Support Program IV (ATSP4) IDIQ vehicle. Not DARPA work.,
HQ072717F1203,0602303E,reject,contradicted,contradicted,,GROUND-BASED MIDCOURSE DEFENSE (GMD) CYBER WARRIOR TRAINING CAPABILITY (CWTC) CYBER RANGE DEVELOPMENT ... BMDS COMMUNICATIONS,"MDA's Ground-based Midcourse Defense (GMD) program - cyber-range training capability, executed via a DMEA task order. Not DARPA.",
HQ072717F1203,0603760E,reject,contradicted,contradicted,,GROUND-BASED MIDCOURSE DEFENSE (GMD) CYBER WARRIOR TRAINING CAPABILITY (CWTC) CYBER RANGE DEVELOPMENT ... BMDS COMMUNICATIONS,"MDA's Ground-based Midcourse Defense (GMD) program - cyber-range training capability, executed via a DMEA task order. Not DARPA.",
HQ072719F1605,0603760E,low,not_darpa,account-only,,"CET 19-929, EOS ADVANCED APPLICATION-PROGRAMMER INTERFACE ... ONLINE (COMMAND, CONTROL AND TELEMETRY) SUBSYSTEM",DMEA contractual engineering task for an 'EOS' command/control/telemetry subsystem API. No DARPA program or office named; no candidate-PE content match.,
HQ072719F1617,0603767E,reject,contradicted,contradicted,,"CET 19-937, PACIFIC MISSILE RANGE FACILITY SYSTEM AUXILIARY DATA AUTOMATION UPGRADE ... SUPPORT FUTURE TEST AND EVALUATION (T&E) MISSIONS AT THE PMRF","Navy Pacific Missile Range Facility (PMRF) range data-automation upgrade for T&E missions, via DMEA CET. Range infrastructure work, not DARPA.",
HQ079617D0001,0603760E,reject,contradicted,contradicted,,MISSILE DEFENSE INTEGRATION AND OPERATIONS CENTER (MDIOC) MISSION EXECUTION PLATFORM ... MDA ENTERPRISE COMMUNICATIONS AND INFORMATION TECHNOLOGY,"MDA's IRES IDIQ: MDIOC mission execution platform and MDA enterprise IT. MDA's own program, not DARPA.",
HQ079618F4100,0602303E,reject,contradicted,contradicted,,MISSILE DEFENSE SPACE ENTERPRISE ARCHITECTURE (MDSEA) ... BMDS SPACE CAPABILITIES ... SUPPORT TO HBTSS GROUND STATION DEVELOPMENT,"MDA Missile Defense Space Enterprise Architecture task incl. HBTSS ground station support. MDA space program, not DARPA.",
HQ079618F8600,0603760E,reject,contradicted,contradicted,,FACILITY MODIFICATIONS AND SUSTAINMENT PROJECTS ... MISSILE DEFENSE AGENCY MISSION ACTIVITIES AT THE MDIOC ... ISSUED AGAINST THE IRES CONTRACT,"MDIOC facility modification/sustainment task under MDA's IRES contract, Colorado Springs. Not DARPA.",
HQ079618F9400,0602303E,reject,contradicted,contradicted,,PROVIDE SUPPORT TO BMD EXERCISES AND COMBATANT COMMANDER ... WARGAMES AND EXERCISES SUPPORT CENTER (WESC),"MDA BMD exercises and COCOM wargame support (WESC) for the BMDS. MDA's own program, not DARPA.",
HQ079618F9400,0602025E,reject,contradicted,contradicted,,PROVIDE SUPPORT TO BMD EXERCISES AND COMBATANT COMMANDER ... WARGAMES AND EXERCISES SUPPORT CENTER (WESC),"MDA BMD exercises and COCOM wargame support (WESC) for the BMDS. MDA's own program, not DARPA.",
HQ079618F9700,0603760E,reject,contradicted,contradicted,,PLANNING AND EXECUTION OF THE BALLISTIC MISSILE DEFENSE SYSTEM (BMDS) GROUND TESTS ... BMDS INTEGRATED MASTER TEST PLAN (IMTP),"MDA BMDS ground test campaign (IMTP, HWIL labs, BGTC) at the MDIOC. MDA test program, not DARPA.",
HQ079618F9700,0601122E,reject,contradicted,contradicted,,PLANNING AND EXECUTION OF THE BALLISTIC MISSILE DEFENSE SYSTEM (BMDS) GROUND TESTS ... BMDS INTEGRATED MASTER TEST PLAN (IMTP),"MDA BMDS ground test campaign (IMTP, HWIL labs, BGTC) at the MDIOC. MDA test program, not DARPA.",
HQ079619F9400,0602025E,reject,contradicted,contradicted,,PROVIDE SUCCESSFUL BMD EXERCISE AND WARGAME SUPPORT TO ... CCMDS ... WARGAMES AND EXERCISES SUPPORT CENTER (WESC),"MDA BMD exercise/wargame support to combatant commands (WESC). MDA's own program, not DARPA.",
HQ079619F9400,0602303E,reject,contradicted,contradicted,,PROVIDE SUCCESSFUL BMD EXERCISE AND WARGAME SUPPORT TO ... CCMDS ... WARGAMES AND EXERCISES SUPPORT CENTER (WESC),"MDA BMD exercise/wargame support to combatant commands (WESC). MDA's own program, not DARPA.",
